Artist,Track Name,Popularity,Duration (ms),Track ID
Chubby Checker,The Hucklebuck,42,152426,7EumbJIbcVSyJSYKc4aVsT
Chubby Checker,The Twist - 2016 Re-Recorded Version,41,158576,6MiiXmlFKolNvpsrOOTCP6
Chubby Checker,Slow Twistin',41,153040,3nBXj1QTXhPDn1p1k8YBK4
Chubby Checker,Pony Time,41,148733,45gAw2xmDx9DZAnoiJK723
Chubby Checker,Whole Lotta Shakin' Going On (Original Hit Recordings),40,150933,1t3QVqfiWHIb5YZwgrj4LN
Chubby Checker,Limbo Rock,37,144520,3TYsV058PlYfO80b7di5vi
Simon & Garfunkel,The Sound of Silence - Acoustic Version,76,185413,5y788ya4NvwhBznoDIcXwK
Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",77,244026,0iOZM63lendWRTTeKhZBSC
Simon & Garfunkel,Cecilia,75,174826,6QhXQOpyYvbpdbyjgAqKdY
Simon & Garfunkel,The Boxer,72,308520,76TZCvJ8GitQ2FA1q5dKu0
Simon & Garfunkel,Bridge Over Troubled Water,72,293120,6l8EbYRtQMgKOyc1gcDHF9
Simon & Garfunkel,April Come She Will,71,109386,0djZ2ndRfAL69WYNra5jRC
Simon & Garfunkel,Homeward Bound,69,149613,4Xl2PrS3DJqqSKXCo6Uhv9
Simon & Garfunkel,The 59th Street Bridge Song (Feelin' Groovy),65,103560,0dzbfio3qTYG9uk40SJNcr
Simon & Garfunkel,El Condor Pasa (If I Could),65,187040,1eN42Q7IWRzRBq8eW2Y2TE
Simon & Garfunkel,The Only Living Boy in New York,64,238413,5MbXzXGbqobR8xPVPs8OXA
The Marvelettes,Please Mr. Postman - Single Version / Mono,68,148040,6jX5mso4x00c1EiNMrTU9U
The Marvelettes,Forever,50,141746,3s2inuLbQQZ7z1GJrdlQr6
The Marvelettes,Playboy,44,164840,5jsxE1nDuRrEgN9gmbWWYS
The Marvelettes,Beechwood 4-5789,42,133613,1vFNrZld2sLrmxwLIO1r1L
The Marvelettes,When You're Young And In Love,41,159533,3URfKi5DOvUaJMuTuT8osm
The Marvelettes,Too Many Fish In The Sea - Single Version,36,147413,6NcyI4rN4tCETBWnABr9NK
The Marvelettes,Don't Mess With Bill - Single Version,37,169533,6UoklSOHrajLQkD98nP7re
The Marvelettes,The Hunter Gets Captured By The Game,36,170946,5NqYo7el2XVOHXkMSrS9jH
The Marvelettes,The One Who Really Loves You - Album Version / Mono,37,143546,3NmHNVe0vfbkmD6a8OlxEr
The Marvelettes,Danger Heartbreak Dead Ahead - Single Version,30,144333,4pCACiNn5Rw5bFxOSZ7OyO
Joe Tex,The Amarillo High Step,0,198163,0ZGAFZITTRsDDNQBKEzbQv
Joe Tex,New Deal Shuffle,0,231778,1RAC7SnPQhz780xAK8rnd9
Joe Tex,The Squeeze,0,215073,4stnike0LkZktFyE0i2Xp1
Joe Tex,Boot Scoot Blues,0,253597,1nFJW3W50ckTToiJ2oXVOt
Joe Tex,Ropesville,0,248906,4BUsOhNTzPAHnTt1MzYl8B
Joe Tex,The Pecos Push,0,230829,7jPDFZkjBxnyJcCL3WfpcH
Joe Tex,The Seminole Stroll,0,221009,6kH5pA4gLBhK30Oq8Tz1Oa
Joe Tex,West of Eastwood,0,171259,4xLhC27OXNK9iwbkmqkbcg
Joe Tex,Hot Footin',0,198930,3yJCafW5IJNueWtZ6zLWbV
Joe Tex,The Panhandle Stomp,0,186603,1Oilf1jLaWYCs46g8uXh1Y
Etta James,At Last,80,179693,4Hhv2vrOTy89HFRcjU3QOx
Etta James,I'd Rather Go Blind,80,156653,1kPBT8S2wJFNAyBMnGVZgL
Etta James,A Sunday Kind Of Love,74,196133,0zGLlXbHlrAyBN1x6sY0rb
Etta James,Something's Got A Hold On Me,71,169746,6EAlFsajDK1PVgfhdJbS5Y
Etta James,Stormy Weather,70,187666,2IdwQxhJn9ZE4zIotcCefR
Etta James,I Just Want To Make Love To You - Single Version,66,185626,3QnHWkNMY2mpy494Bis0ly
Etta James,Trust In Me,59,178466,5Zu9mG353GB3p26t7M5AmR
Etta James,All I Could Do Was Cry,57,175626,7Ca3Zb8wejNYCoei3tlJ9e
Etta James,Don't Cry Baby,56,146226,52JFZ4D1kYCspWMolxYtTo
Etta James,"Do Right Woman, Do Right Man",55,178440,2mVp83pLkWJN03Ha8Txydf
The Lovin’ Spoonful,Do You Believe in Magic?,71,125826,1udKn1oNKYQSQ9OmiIWCMu
The Lovin’ Spoonful,Summer in the City - Remastered,67,160306,7AzFID6u1b3zIWbd9pb8Dk
The Lovin’ Spoonful,Daydream,66,139093,3c06k9x6MHHdPQi3ix68yF
The Lovin’ Spoonful,(Till I) Run With You,51,114426,7JNR1RWQ5aAgLVcPPmHuqA
The Lovin’ Spoonful,You Didn't Have To Be So Nice,45,146400,7khsvqWYjms5UASgLb8bft
The Lovin’ Spoonful,Darling Be Home Soon,40,214213,6lTQUF6os6Y400rkjWb30B
The Lovin’ Spoonful,Did You Ever Have to Make up Your Mind?,44,119373,06YcuDoEZvMcxgzvtzJTz4
The Lovin’ Spoonful,Coconut Grove - 2003 Remaster,44,161306,7KhqTPA2HROMOeOlAyPxZo
The Lovin’ Spoonful,Didn't Want To Have To Do It,43,156306,257YFNPcDJUp8c7v1q8hPp
The Lovin’ Spoonful,Rain On The Roof - 2003 Remaster,40,131040,2IDPRiQNveQJS3wYN1F1o4
Del Shannon,Runaway,65,137306,45Szkclj1lt4ubm7RFK68t
Del Shannon,Runaway (Rerecorded),34,147080,3CbYprDOKG0EzriwGhCRDK
Del Shannon,Hats off to Larry,38,122200,0Eok7UwcfOhuNxBNnJzeHY
Del Shannon,Runaway,40,138560,5jhtgXcMH0cxuhEOXkRpl0
Del Shannon,Keep Searchin' (We'll Follow the Sun),37,128973,2271qTmPggEs2srV3i4g2e
Del Shannon,Little Town Flirt,35,169200,3HTrH00YRZZWJ8C6cb12ea
Del Shannon,Runaround Sue,34,158826,6hhZ7kD8MY8Sd7OOi9Knu9
Del Shannon,The Swiss Maid,31,127160,3mOKuoXSxRt13x7amAtyfh
Del Shannon,Runaway (Bonus Mono Version),32,138133,5imOTOzrGNHmrxhHpenH1g
Del Shannon,The Answer to Everything,29,166133,6fqI4l7wXqB0rdYHcsyYee
The Ventures,"Walk, Don't Run - Stereo",51,122933,7B2pUwzvlbNG9D855r9ugf
The Ventures,Hawaii Five-O,50,113893,3UUwbJd2j4RORlalTUhaDk
The Ventures,(Ghost) Riders In The Sky,46,148493,63Hb7XoQ8JzBiTr1nxp9pH
The Ventures,Pipeline,44,138426,39dG6KEqnSlh2bqnee1YC2
The Ventures,Wipeout,43,233466,7MDhNSelA2xaMH60WCypF4
The Ventures,Wipe Out,32,179320,23AEDsiLUyr0bZ9xyPH2ZR
The Ventures,Perfidia,38,124040,7DRwkerriaXA6OCF6H7oqM
The Ventures,Grazing In The Grass,38,161626,4nP0zyVgE27NfsRbwLhROr
The Ventures,Apache - Stereo,33,191040,0iZ7IbC5eHHeEVIadW61rT
The Ventures,Diamond Head,30,126040,1hBjIqiezIKgUXN4QIePb8
Jan & Dean,Surf City,52,147266,1Oewmmr12xuhgzvUJ9Q0cf
Jan & Dean,The Little Old Lady (From Pasadena),41,166040,4F2w3xgfaVJdCSAqDtJULv
Jan & Dean,Dead Man's Curve,38,151160,2BPEPkeifa5LoOg2Cq9bkx
Jan & Dean,Pocket Full of Rainbows,34,179040,2kv8nnHUhrDktWdLMLhIxU
Jan & Dean,Heart And Soul,29,128800,5OtJxpKGhfZMPi6T2vEhjo
Jan & Dean,(Bop Bop) On The Beach,32,164893,6xlmTuXtYzjASjTSdSd2qM
Jan & Dean,Drag City,28,142560,3yOYPyxa1KAhda8OoygJpT
Jan & Dean,Linda,25,150466,5Ss0nOlXxswlTJNKZjfFvQ
Jan & Dean,Like a Summer Rain,25,173040,3DMLizQ3fsbGqY5IjEnjhC
Jan & Dean,Sidewalk Surfin' - Remastered,25,129892,3fEIQIVqk3r5ISmiU1Lcbb
