season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name,year_date,decade,is_team,medal_points,host_city,is_team_event,medal_count_country,medal_count_sport,avg_medal_event,medal_encoded
0,1896,Silver,AUT,8,Otto HERSCHMANN,1896 Athens,64,0,80,1896-01-01,1890,False,2.0,4,False,344,1760,2.0063694267515926,2
0,1896,Gold,GRE,56,Ioannis MALOKINIS,1896 Athens,64,0,81,1896-01-01,1890,False,3.0,4,False,125,1760,2.0,1
0,1896,Silver,GRE,56,Spiridon CHASAPIS,1896 Athens,64,0,81,1896-01-01,1890,False,2.0,4,False,125,1760,2.0,2
0,1896,Bronze,GRE,56,Dimitrios DRIVAS,1896 Athens,64,0,81,1896-01-01,1890,False,1.0,4,False,125,1760,2.0,0
0,1896,Gold,AUT,8,Paul NEUMANN,1896 Athens,64,0,222,1896-01-01,1890,False,3.0,4,False,344,1760,2.0,1
0,1896,Silver,GRE,56,Antonios PEPANOS,1896 Athens,64,0,222,1896-01-01,1890,False,2.0,4,False,125,1760,2.0,2
0,1896,Bronze,GRE,56,Efstathios CHOROPHAS,1896 Athens,64,0,222,1896-01-01,1890,False,1.0,4,False,125,1760,2.0,0
0,1896,Gold,HUN,63,Alfred HAJOS,1896 Athens,64,0,110,1896-01-01,1890,False,3.0,4,False,520,1760,2.5,1
0,1896,Silver,GRE,56,Joannis ANDREOU,1896 Athens,64,0,110,1896-01-01,1890,False,2.0,4,False,125,1760,2.5,2
0,1896,Gold,GBR,55,John BOLAND,1896 Athens,67,0,669,1896-01-01,1890,False,3.0,4,False,954,228,1.96,1
0,1896,Silver,GRE,56,Dionysios KASDAGLIS,1896 Athens,67,0,669,1896-01-01,1890,False,2.0,4,False,125,228,1.96,2
0,1896,Bronze,GRE,56,Konstantinos PASPATIS,1896 Athens,67,0,669,1896-01-01,1890,False,1.0,4,False,125,228,1.96,0
0,1896,Bronze,HUN,63,Momcsillo TAPAVICZA,1896 Athens,67,0,669,1896-01-01,1890,False,1.0,4,False,520,228,1.96,0
